Alder;Køn;Eksponeringer;CPM (pris pr. 1000 eksponeringer)
Unknown;unknown;0;
65;female;29;504,13793103
Unknown;unknown;0;
65;female;16;367,5
45-54;unknown;25;109,6
65;male;83;498,79518072
Unknown;unknown;0;
65;female;183;481,96721311
Unknown;unknown;0;
35-44;male;95;99,15789474
45-54;male;141;79,71631206
35-44;female;396;104,72222222
55-64;female;627;145,11961722
45-54;female;890;121,75280899
35-44;unknown;18;86,66666667
55-64;male;97;120,82474227
Unknown;unknown;0;
55-64;unknown;11;108,18181818
65;female;84;145,5952381
55-64;female;66;129,39393939
65;male;62;113,06451613
55-64;male;27;95,55555556
65;unknown;2;55
55-64;unknown;1;100
65;unknown;3;464,70580315
Unknown;unknown;0;
65;male;18;461,11111111
65;female;212;454,88118949
65;male;118;433,48364762
65;female;24;586,25
65;male;20;305,5
65;female;60;479,66666667
Unknown;unknown;0;
45-54;female;872;114,89678899
65;unknown;1;380
65;male;100;111,2
Unknown;unknown;0;
35-44;unknown;12;79,16666667
55-64;unknown;22;140
45-54;unknown;29;112,4137931
55-64;male;109;100,18348624
45-54;male;99;84,44444444
35-44;male;78;99,1025641
55-64;female;819;130,95238095
35-44;female;366;99,80874317
55-64;unknown;2;25
65;unknown;6;126,66666667
55-64;male;64;86,875
Unknown;unknown;0;
55-64;female;102;136,56862745
65;female;184;117,82608696
55-64;female;109;110,73394495
65;male;69;93,04347826
55-64;male;29;74,82758621
55-64;unknown;4;77,5
65;unknown;2;155
Unknown;unknown;0;
65;female;184;139,61956522
55-64;female;823;121,59173755
55-64;unknown;11;111,81818182
45-54;female;925;114,73513514
55-64;male;128;102,578125
35-44;male;79;78,60759494
45-54;unknown;24;101,25
65;female;263;333,49809886
35-44;female;354;106,01694915
45-54;male;121;83,80165289
65;unknown;4;222,5
Unknown;unknown;0;
65;male;145;312,20689655
55-64;female;55;476,90909091
65;male;14;337,85714286
35-44;unknown;12;123,33333333
45-54;female;51;330,39215686
65;female;69;378,55072464
65;female;37;425,67567568
Unknown;unknown;0;
65;unknown;1;400
65;male;34;360,58823529
Unknown;unknown;0;
45-54;male;7;544,28571429
55-64;male;10;374
35-44;female;13;313,84615385
35-44;male;11;252,72727273
Unknown;unknown;0;
45-54;male;64;80,15625
Unknown;unknown;0;
35-44;unknown;4;72,5
45-54;unknown;2;50
65;male;7;234,28571429
55-64;female;70;444,57142857
65;female;29;353,10344828
35-44;male;32;98,75
65;female;309;400,58252427
65;male;123;372,60162602
Unknown;unknown;0;
65;unknown;3;216,66666667
55-64;unknown;6;125
45-54;female;315;103,93650794
35-44;female;150;83,4
65;male;19;367,36842105
35-44;female;17;550
55-64;male;12;290,83333333
45-54;male;7;325,71428571
35-44;male;6;623,33333333
55-64;unknown;2;975
Unknown;unknown;0;
65;unknown;1;250
Unknown;unknown;0;
65;female;26;470,38461538
55-64;female;311;110,8681672
55-64;male;57;93,68421053
45-54;female;61;311,96721311
Unknown;unknown;0;
65;male;14;424,28571429
65;female;17;347,64705882
65;unknown;3;503,33333333
45-54;male;9;217,77777778
Unknown;unknown;0;
55-64;unknown;1;70
45-54;female;64;254,21875
55-64;female;48;317,08333333
35-44;male;14;372,14285714
35-44;female;13;290
65;male;3;540
55-64;male;5;206
35-44;unknown;1;200
Unknown;unknown;0;
35-44;unknown;3;40
65;female;372;358,41397849
45-54;unknown;3;96,66666667
Unknown;unknown;0;
55-64;male;34;72,94117647
55-64;female;270;109,25925926
35-44;female;80;84,75
35-44;male;22;69,54545455
45-54;male;24;74,16666667
45-54;female;260;106,34615385
65;male;141;306,24113475
65;female;18;371,66666667
65;male;21;417,14285714
65;female;268;493,24626866
65;male;93;383,5483871
Unknown;unknown;0;
65;unknown;3;223,33333333
65;male;8;350
65;female;23;334,7826087
65;female;23;386,95652174
Unknown;unknown;0;
65;female;46;299,56521739
65;male;20;426
Unknown;unknown;0;
65;female;77;388,96103896
65;unknown;1;320
65;unknown;1;180
65;male;29;401,72413793
65;unknown;6;481,66666667
Unknown;unknown;0;
65;male;93;350
65;female;199;492,81407035
65;male;14;266,42857143
65;male;12;295
Unknown;unknown;0;
65;female;10;578
Unknown;unknown;0;
35-44;unknown;7;98,57142857
55-64;male;33;81,81818182
65;female;44;400,22727273
65;unknown;5;744
35-44;male;18;88,33333333
45-54;female;380;105,52631579
55-64;female;336;128,125
35-44;female;150;94,13333333
55-64;unknown;6;120
45-54;unknown;4;70
45-54;male;24;52,5
65;male;96;399,16666667
65;female;261;452,18390805
Unknown;unknown;0;
Unknown;unknown;0;
65;female;108;407,31481481
65;male;5;402
Unknown;unknown;0;
Unknown;unknown;0;
65;female;10;745
Unknown;unknown;0;
65;male;10;388
65;male;77;344,80519481
65;female;213;412,76995305
Unknown;unknown;0;
65;unknown;3;460
65;female;4;262,5
65;unknown;1;300
65;unknown;1;340
Unknown;unknown;0;
Unknown;unknown;0;
65;male;42;415,71428571
65;unknown;2;540
65;male;76;526,71052632
65;female;187;683,26203209
55-64;female;230;93,91304348
45-54;male;217;69,53917051
45-54;female;256;93,28125
35-44;female;36;75
65;unknown;3;16,66666667
55-64;unknown;5;66
Unknown;unknown;0;
65;male;82;84,26829268
55-64;male;186;68,65591398
55-64;female;309;84,62783172
55-64;male;242;94,87603306
65;female;146;94,52054795
55-64;female;15;86
65;unknown;1;40
55-64;male;5;50
Unknown;unknown;0;
65;female;6;135
65;male;2;190
65;unknown;6;138,33333333
Unknown;unknown;0;
45-54;unknown;10;80
35-44;male;45;59,33333333
Unknown;unknown;0;
35-44;unknown;2;30
55-64;unknown;2;45
65;female;223;504,75336323
Unknown;unknown;0;
65;male;91;407,69230769
35-44;female;273;94,21245421
65;male;8;318,75
Unknown;unknown;0;
65;male;19;276,31578947
35-44;unknown;9;103,33333333
55-64;unknown;9;72,22222222
Unknown;unknown;0;
35-44;male;48;96,66666667
65;female;11;473,63636364
45-54;female;627;99,47368421
45-54;unknown;12;66,66666667
65;female;42;301,19047619
45-54;male;68;82,20588235
55-64;female;499;124,36873747
55-64;male;100;98,2
65;male;27;334,81481481
55-64;male;85;109,76470588
65;male;131;120,15267176
55-64;male;247;103,72469636
65;female;43;446,74418605
Unknown;unknown;0;
45-54;female;742;126,37466307
65;unknown;2;275
55-64;male;136;129,77941176
35-44;female;477;121,19496855
65;female;149;104,96644295
Unknown;unknown;0;
55-64;unknown;7;55,71428571
45-54;male;86;91,1627907
45-54;female;79;123,92405063
35-44;female;16;98,125
55-64;female;75;151,86666667
18-24;male;145;52,55172414
65;unknown;14;157,85714286
65;male;129;118,99224806
65;female;404;154,13366337
25-34;male;2;25
35-44;male;1;70
55-64;female;137;110,3649635
45-54;female;119;110,50420168
Unknown;unknown;0;
55-64;female;7;90
35-44;male;580;55,25862069
45-54;male;414;68,59903382
25-34;male;557;57,55834829
Unknown;unknown;0;
Unknown;unknown;0;
35-44;unknown;5;82
Unknown;unknown;0;
35-44;male;142;101,12676056
45-54;male;179;104,80446927
55-64;female;498;161,12449799
55-64;unknown;12;145,83333333
45-54;unknown;15;98,66666667
35-44;unknown;1;420
45-54;unknown;2;160
35-44;male;15;72
55-64;female;487;114,10677618
65;unknown;10;109
Unknown;unknown;0;
Unknown;unknown;0;
65;unknown;2;120
65;male;81;503,45679012
65;female;204;509,46078431
65;male;7;314,28571429
65;male;23;143,91304348
65;female;59;98,6440678
55-64;female;126;98,96825397
65;female;4;477,5
Unknown;unknown;0;
55-64;male;56;113,21428571
55-64;unknown;2;85
65;unknown;1;380
65;male;21;399,04761905
65;male;193;118,1865285
65;male;3;86,66666667
35-44;unknown;3;60
65;unknown;1;70
65;female;34;277,94117647
65;female;3;70
Unknown;unknown;0;
35-44;female;29;126,89655172
45-54;unknown;10;58
45-54;unknown;4;40
55-64;female;142;88,66197183
45-54;male;207;61,54589372
Unknown;unknown;0;
35-44;male;35;52,57142857
35-44;unknown;6;108,33333333
55-64;unknown;5;56
55-64;female;177;85,19774011
55-64;unknown;10;43
35-44;female;47;71,27659574
55-64;male;248;71,00806452
45-54;female;219;75,57077626
45-54;male;254;61,81102362
35-44;male;36;40
Unknown;unknown;0;
55-64;male;148;69,7972973
55-64;female;3;30
45-54;female;170;84,47058824
65;unknown;1;270
45-54;female;384;73,93229167
55-64;female;384;86,84895833
55-64;unknown;6;76,66666667
Unknown;unknown;0;
35-44;male;36;54,16666667
35-44;unknown;3;63,33333333
45-54;female;9;78,88888889
55-64;female;10;120
Unknown;unknown;0;
55-64;female;434;74,93087558
45-54;unknown;8;66,25
65;male;23;387,82608696
Unknown;unknown;0;
65;female;10;292
65;unknown;14;124,28571429
Unknown;unknown;0;
65;male;1;360
65;female;1;170
65;female;662;138,71601208
55-64;male;69;75,36231884
45-54;male;57;51,22807018
65;female;231;506,83982684
45-54;female;538;73,82899628
35-44;female;215;67,34883721
55-64;male;2;30
55-64;unknown;3;83,33333333
65;female;114;78,77192982
55-64;female;240;62,75
55-64;male;69;40,28985507
65;male;45;59,11111111
Unknown;unknown;0;
Unknown;unknown;0;
65;male;95;344,21052632
35-44;female;14;61,42857143
35-44;unknown;1;10
45-54;unknown;3;100
35-44;male;9;58,88888889
65;male;35;315,42857143
Unknown;unknown;0;
45-54;male;63;67,3015873
55-64;male;65;75,69230769
45-54;female;166;77,46987952
55-64;female;112;88,75
65;female;105;383,61904762
45-54;female;29;76,20689655
55-64;female;30;84
65;male;2;100
55-64;female;286;69,82517483
55-64;male;89;60,2247191
65;female;114;70,43859649
65;male;43;73,95348837
Unknown;unknown;0;
55-64;female;13;46,92307692
Unknown;unknown;0;
55-64;male;4;82,5
65;female;2;110
55-64;unknown;1;30
35-44;female;3;76,66666667
65;female;16;438,75
65;male;5;332
35-44;unknown;1;30
55-64;unknown;1;140
35-44;male;5;36
55-64;male;30;70,33333333
Unknown;unknown;0;
Unknown;unknown;0;
65;unknown;4;72,5
45-54;male;32;64,6875
55-64;unknown;4;177,5
55-64;female;54;96,85185185
45-54;unknown;1;40
55-64;unknown;3;50
45-54;unknown;4;77,5
35-44;female;14;67,14285714
35-44;male;16;50,625
Unknown;unknown;0;
45-54;female;109;79,72477064
55-64;female;91;112,41758242
45-54;male;92;66,84782609
45-54;female;76;73,94736842
55-64;male;30;75
Unknown;unknown;0;
45-54;male;34;64,11764706
35-44;male;8;35
35-44;female;6;55
55-64;male;100;69,6
35-44;unknown;3;36,66666667
35-44;female;26;41,53846154
65;female;1;230
Unknown;unknown;0;
35-44;unknown;3;40
55-64;unknown;7;45,71428571
65;male;2;265
65;female;7;441,42857143
35-44;male;30;59,33333333
45-54;male;272;58,01470588
45-54;female;264;73,93939394
55-64;female;268;98,17164179
65;male;11;632,72727273
45-54;unknown;11;109,09090909
45-54;unknown;4;55
55-64;female;130;83,38461538
45-54;female;160;73,1875
45-54;male;170;57,23529412
55-64;unknown;5;56
55-64;male;125;57,04
Unknown;unknown;0;
35-44;female;33;66,06060606
35-44;male;29;34,82758621
35-44;unknown;5;28
65;female;39;771,28205128
Unknown;unknown;0;
55-64;male;273;68,68131868
55-64;male;240;84,04166667
45-54;male;197;70,7106599
45-54;female;231;92,38095238
25-34;male;1;190
Unknown;unknown;0;
35-44;male;57;65,0877193
25-34;male;102;58,62745098
Unknown;unknown;0;
35-44;female;29;79,65517241
35-44;male;22;38,18181818
55-64;unknown;4;65
45-54;unknown;4;167,5
55-64;female;197;98,42639594
55-64;unknown;4;102,5
65;male;37;100,81081081
Unknown;unknown;0;
Unknown;unknown;0;
Unknown;unknown;0;
55-64;unknown;3;86,66666667
45-54;male;153;63,07189542
55-64;female;132;109,54545455
35-44;female;19;96,84210526
35-44;male;29;54,48275862
55-64;female;280;98,35714286
35-44;unknown;1;20
Unknown;unknown;0;
55-64;unknown;1;80
65;male;5;160
55-64;male;8;263,75
65;female;8;122,5
55-64;female;24;92,08333333
Unknown;unknown;0;
65;female;100;115,3
Unknown;unknown;0;
65;female;3;963,33333333
Unknown;unknown;0;
65;male;6;448,33333333
45-54;female;139;86,47482014
65;female;81;593,33333333
55-64;male;88;70
65;male;33;483,03030303
65;unknown;2;545
45-54;unknown;10;44
55-64;male;146;70,47945205
65;male;74;532,7027027
65;female;134;517,31343284
65;unknown;3;236,66666667
65;male;39;72,72348857
65;female;150;93,07064696
55-64;male;130;55,81463505
65;female;23;467,39130435
55-64;unknown;9;74,6079606
65;male;2;260
Unknown;unknown;0;
35-44;unknown;1;40
55-64;unknown;3;50
45-54;unknown;4;132,5
35-44;male;13;52,30769231
35-44;female;15;43,33333333
65;unknown;6;66,81309904
55-64;male;102;82,35294118
55-64;female;81;92,83950617
45-54;male;100;65,5
45-54;female;93;69,89247312
55-64;female;308;81,37965619
65;unknown;1;50
65;male;2;35
55-64;male;5;50
Unknown;unknown;0;
Unknown;unknown;0;
65;female;8;58,75
55-64;female;27;56,2962963
45-54;unknown;12;50,97070644
Unknown;unknown;0;
65;male;13;380,76923077
35-44;male;58;55,17241379
25-34;male;2;75
35-44;male;5;64
65;unknown;3;330
Unknown;unknown;0;
25-34;male;197;75,88832487
35-44;male;156;73,78205128
Unknown;unknown;0;
55-64;unknown;6;51,80629179
35-44;unknown;1;140,37833905
Unknown;unknown;0;
35-44;female;46;69,53523316
Unknown;unknown;0;
25-34;male;102;54,90196078
65;male;104;396,92307692
65;female;278;411,61870504
65;female;4;657,5
45-54;female;314;75,61781321
35-44;male;47;58,88209966
55-64;male;273;85,94592187
45-54;male;296;60,83964694
55-64;female;257;94,26183078
65;male;1;95,49618321
55-64;male;4;47,7480916
65;female;8;71,6221374
55-64;female;7;75,79062159
Unknown;unknown;0;
35-44;male;54;35,37037037
35-44;unknown;1;30
55-64;unknown;9;42,22222222
55-64;female;277;83,06859206
Unknown;unknown;0;
Unknown;unknown;0;
65;unknown;5;44,1286299
55-64;female;206;73,0284034
55-64;male;174;64,7865465
55-64;unknown;4;70,20463847
Unknown;unknown;0;
35-44;unknown;1;10
45-54;unknown;7;40
55-64;unknown;7;67,14285714
35-44;male;23;59,56521739
35-44;female;26;58,46153846
35-44;female;34;57,94117647
55-64;female;133;82,40601504
45-54;male;122;72,13114754
55-64;male;131;74,88549618
45-54;female;161;71,61490683
45-54;unknown;14;108,57142857
65;female;120;86,16783603
45-54;female;301;69,43521595
45-54;male;283;49,18727915
55-64;male;294;63,16326531
65;male;143;100,01180266
45-54;female;52;73,65384615
45-54;male;32;71,25
55-64;male;136;84,25490938
45-54;unknown;3;40,03028009
55-64;unknown;4;105,07948524
35-44;female;24;114,67007318
55-64;female;39;131,53846154
Unknown;unknown;0;
45-54;female;131;90,22091753
35-44;male;24;52,12276053
55-64;female;164;95,25498052
55-64;unknown;2;65
35-44;female;7;68,57142857
35-44;male;14;72,85714286
55-64;male;14;110,71428571
35-44;unknown;2;35,02649508
Unknown;unknown;0;
45-54;male;113;82,89456231
Unknown;unknown;0;
65;male;8;120,83791209
65;female;32;110,66208791
65;unknown;1;290
65;unknown;1;122,10989011
65;female;698;116,19338303
65;male;197;104,53688724
65;unknown;22;90,14781181
Unknown;unknown;0;
45-54;male;433;125,56581986
55-64;male;121;221,90082645
55-64;unknown;1;80
55-64;male;401;168,9276808
45-54;female;169;151,12426036
55-64;female;147;177,34693878
35-44;male;68;125
35-44;female;28;115,71428571
55-64;unknown;7;175,71428571
45-54;unknown;6;146,66666667
35-44;unknown;2;80
Unknown;unknown;0;
45-54;unknown;1;190
45-54;female;31;122,58064516
55-64;female;55;171,27272727
45-54;male;63;125,71428571
Unknown;unknown;0;
45-54;male;99;210,50505051
35-44;male;154;161,23376623
Unknown;unknown;0;
25-34;male;70;164,71428571
45-54;male;601;160,43261231
35-44;male;658;132,41641337
45-54;male;424;138,55604128
55-64;male;419;153,02083413
45-54;female;133;168,95859845
55-64;female;128;189,22524528
35-44;male;78;113,67491798
35-44;female;22;114,04773722
55-64;unknown;6;211,58657225
Unknown;unknown;0;
25-34;male;295;113,72881356
Unknown;unknown;0;
45-54;unknown;14;194,2121968
55-64;unknown;5;156
45-54;unknown;6;131,66666667
45-54;female;99;134,64646465
55-64;female;153;167,58169935
45-54;male;334;145,95808383
55-64;male;440;165,18181818
Unknown;unknown;0;
35-44;male;42;124,76190476
45-54;male;113;142,65486726
45-54;male;158;125,63291139
55-64;male;157;120,38216561
Unknown;unknown;0;
55-64;female;60;143,83333333
45-54;female;32;140,9375
55-64;unknown;4;257,5
45-54;unknown;3;46,66666667
55-64;male;104;151,82692308
45-54;unknown;4;52,5
45-54;female;38;173,42105263
55-64;female;27;108,88888889
35-44;female;8;85
55-64;unknown;2;110
Unknown;unknown;0;
45-54;male;393;111,22137405
55-64;male;303;115,37953795
Unknown;unknown;0;
55-64;male;16;143,125
45-54;male;20;84
Unknown;unknown;0;
55-64;male;7;207,14285714
Unknown;unknown;0;
45-54;male;9;112,22222222
Unknown;unknown;0;
55-64;male;44;224,31818182
45-54;male;76;161,57894737
Unknown;unknown;0;
Unknown;unknown;0;
Unknown;unknown;0;
Unknown;unknown;0;
Unknown;unknown;0;
55-64;male;273;134,06593407
45-54;male;208;112,01923077
35-44;male;15;64,66666667
Unknown;unknown;0;
55-64;male;96;175,625
45-54;male;74;126,21621622
45-54;male;135;116,74074074
35-44;male;3;166,66666667
65;unknown;2;50
25-34;male;82;126,2195122
Unknown;unknown;0;
55-64;male;160;122,4375
55-64;female;118;150,59322034
35-44;unknown;6;46,66666667
65;male;104;155,67307692
45-54;male;70;115,14285714
65;female;46;140,2173913
45-54;female;46;121,30434783
Unknown;unknown;0;
55-64;unknown;2;285
45-54;unknown;1;270
Unknown;unknown;0;
25-34;female;47;134,89361702
45-54;female;55;148,72727273
35-44;female;89;128,76404494
45-54;unknown;4;155
35-44;male;126;107,85714286
55-64;female;58;193,96551724
65;female;35;196,85714286
45-54;female;79;144,55696203
35-44;female;21;115,23809524
25-34;unknown;1;50
55-64;male;512;129,2578125
45-54;male;417;107,93764988
55-64;male;365;147,75342466
35-44;male;36;86,11111111
Unknown;unknown;0;
35-44;male;18;95,55555556
Unknown;unknown;0;
45-54;male;268;135,18656716
Unknown;unknown;0;
35-44;male;4;60
55-64;male;117;153,93162393
Unknown;unknown;0;
35-44;male;46;84,56521739
45-54;male;652;116,22699387
55-64;male;750;124,33333333
45-54;male;84;148,92857143
Unknown;unknown;0;
45-54;unknown;1;90
55-64;unknown;1;40
45-54;male;235;105,70212766
55-64;male;302;114,40397351
55-64;female;256;131,09375
45-54;female;210;103,95238095
Unknown;unknown;0;
65;male;7;82,85714286
35-44;male;23;138,26086957
Unknown;unknown;0;
Unknown;unknown;0;
65;male;262;132,86259542
